,team,race,idlag1,idlag2,idlag3,idlag4,idlag5
0,UVA,11021,11013,10933,10925,10784,10751
0,UVA,11475,11021,11013,10933,10925,10784
0,UVA,11486,11475,11021,11013,10933,10925
0,UVA,11511,11486,11475,11021,11013,10933
0,UVA,11566,11511,11486,11475,11021,11013
0,UVA,11584,11566,11511,11486,11475,11021
0,UVM,7281,7080,7008,5897,4110,766
0,UVM,8473,7281,7080,7008,5897,4110
0,UVM,8878,8473,7281,7080,7008,5897
0,UVM,9627,8878,8473,7281,7080,7008
0,UVM,9947,9627,8878,8473,7281,7080
0,UVM,10000,9947,9627,8878,8473,7281
0,UVM,10072,10000,9947,9627,8878,8473
0,UVM,10579,10072,10000,9947,9627,8878
0,UVM,10778,10579,10072,10000,9947,9627
0,UVM,10893,10778,10579,10072,10000,9947
0,UVM,10897,10893,10778,10579,10072,10000
0,UVM,11013,10897,10893,10778,10579,10072
0,UVM,11019,11013,10897,10893,10778,10579
0,UVM,11576,11019,11013,10897,10893,10778
0,UVM,11646,11576,11019,11013,10897,10893
0,UVM,11702,11646,11576,11019,11013,10897
0,UVM,11712,11702,11646,11576,11019,11013
0,VAND,7743,7734,7733,6399,3678,3658
0,VAND,8132,7743,7734,7733,6399,3678
0,VAND,8137,8132,7743,7734,7733,6399
0,VAND,9399,8137,8132,7743,7734,7733
0,VAND,9454,9399,8137,8132,7743,7734
0,VAND,9457,9454,9399,8137,8132,7743
0,VAND,9635,9457,9454,9399,8137,8132
0,VAND,9702,9635,9457,9454,9399,8137
0,VAND,9811,9702,9635,9457,9454,9399
0,VAND,9859,9811,9702,9635,9457,9454
0,VAND,10021,9859,9811,9702,9635,9457
0,VAND,10041,10021,9859,9811,9702,9635
0,VAND,10139,10041,10021,9859,9811,9702
0,VAND,10140,10139,10041,10021,9859,9811
0,VAND,10154,10140,10139,10041,10021,9859
0,VAND,10157,10154,10140,10139,10041,10021
0,VAND,10190,10157,10154,10140,10139,10041
0,VAND,10198,10190,10157,10154,10140,10139
0,VAND,10265,10198,10190,10157,10154,10140
0,VAND,10363,10265,10198,10190,10157,10154
0,VAND,10365,10363,10265,10198,10190,10157
0,VAND,10549,10365,10363,10265,10198,10190
0,VAND,10969,10549,10365,10363,10265,10198
0,VAND,10970,10969,10549,10365,10363,10265
0,VAND,10983,10970,10969,10549,10365,10363
0,VAND,11018,10983,10970,10969,10549,10365
0,VAND,11518,11018,10983,10970,10969,10549
0,VAND,11775,11518,11018,10983,10970,10969
0,VAND,11778,11775,11518,11018,10983,10970
0,VASS,8890,8703,7220,5704,5503,4107
0,VASS,9164,8890,8703,7220,5704,5503
0,VASS,9170,9164,8890,8703,7220,5704
0,VASS,9729,9170,9164,8890,8703,7220
0,VASS,9861,9729,9170,9164,8890,8703
0,VASS,9915,9861,9729,9170,9164,8890
0,VASS,9950,9915,9861,9729,9170,9164
0,VASS,10455,9950,9915,9861,9729,9170
0,VASS,10458,10455,9950,9915,9861,9729
0,VASS,11300,10458,10455,9950,9915,9861
0,VASS,11563,11300,10458,10455,9950,9915
0,VASS,11575,11563,11300,10458,10455,9950
0,VASS,11701,11575,11563,11300,10458,10455
0,VASS,11713,11701,11575,11563,11300,10458
0,VASS,11749,11713,11701,11575,11563,11300
0,VCOM,9629,9618,8548,7743,7737,7733
0,VCOM,9906,9629,9618,8548,7743,7737
0,VCOM,11020,9906,9629,9618,8548,7743
0,VCOM,11518,11020,9906,9629,9618,8548
0,VILN,6450,5921,5520,4459,3716,127
0,VILN,6751,6450,5921,5520,4459,3716
0,VILN,7376,6751,6450,5921,5520,4459
0,VILN,7924,7376,6751,6450,5921,5520
0,VILN,9505,7924,7376,6751,6450,5921
0,VILN,9734,9505,7924,7376,6751,6450
0,VILN,9768,9734,9505,7924,7376,6751
0,VILN,9834,9768,9734,9505,7924,7376
0,VILN,9846,9834,9768,9734,9505,7924
0,VILN,9916,9846,9834,9768,9734,9505
0,VILN,10098,9916,9846,9834,9768,9734
0,VILN,10300,10098,9916,9846,9834,9768
0,VILN,10464,10300,10098,9916,9846,9834
0,VILN,10643,10464,10300,10098,9916,9846
0,VILN,10665,10643,10464,10300,10098,9916
0,VILN,10738,10665,10643,10464,10300,10098
0,VILN,10927,10738,10665,10643,10464,10300
0,VILN,11103,10927,10738,10665,10643,10464
0,VILN,11219,11103,10927,10738,10665,10643
0,VILN,11231,11219,11103,10927,10738,10665
0,VILN,11469,11231,11219,11103,10927,10738
0,VILN,11504,11469,11231,11219,11103,10927
0,VILN,11557,11504,11469,11231,11219,11103
0,VILN,11585,11557,11504,11469,11231,11219
0,VILN,11749,11585,11557,11504,11469,11231
0,WASC,5502,5493,3716,1229,345,75
0,WASC,5518,5502,5493,3716,1229,345
0,WASC,5641,5518,5502,5493,3716,1229
0,WASC,7202,5641,5518,5502,5493,3716
0,WASC,7205,7202,5641,5518,5502,5493
0,WASC,7281,7205,7202,5641,5518,5502
0,WASC,8284,7281,7205,7202,5641,5518
0,WASC,8706,8284,7281,7205,7202,5641
0,WASC,8783,8706,8284,7281,7205,7202
0,WASC,9589,8783,8706,8284,7281,7205
0,WASC,9770,9589,8783,8706,8284,7281
0,WASC,9994,9770,9589,8783,8706,8284
0,WASC,10006,9994,9770,9589,8783,8706
0,WASC,11219,10006,9994,9770,9589,8783
0,WASC,11230,11219,10006,9994,9770,9589
0,WASC,11471,11230,11219,10006,9994,9770
0,WASC,11508,11471,11230,11219,10006,9994
0,WASC,11585,11508,11471,11230,11219,10006
0,WASC,11589,11585,11508,11471,11230,11219
0,WASH,5919,5254,5243,4601,4458,1074
0,WASH,6774,5919,5254,5243,4601,4458
0,WASH,7812,6774,5919,5254,5243,4601
0,WASH,7817,7812,6774,5919,5254,5243
0,WASH,7831,7817,7812,6774,5919,5254
0,WASH,8468,7831,7817,7812,6774,5919
0,WASH,8877,8468,7831,7817,7812,6774
0,WASH,9244,8877,8468,7831,7817,7812
0,WASH,9703,9244,8877,8468,7831,7817
0,WASH,9775,9703,9244,8877,8468,7831
0,WASH,9860,9775,9703,9244,8877,8468
0,WASH,9904,9860,9775,9703,9244,8877
0,WASH,10141,9904,9860,9775,9703,9244
0,WASH,10210,10141,9904,9860,9775,9703
0,WASH,10214,10210,10141,9904,9860,9775
0,WASH,10223,10214,10210,10141,9904,9860
0,WASH,10249,10223,10214,10210,10141,9904
0,WASH,10469,10249,10223,10214,10210,10141
0,WASH,10470,10469,10249,10223,10214,10210
0,WASH,10756,10470,10469,10249,10223,10214
0,WASH,10894,10756,10470,10469,10249,10223
0,WASH,10971,10894,10756,10470,10469,10249
0,WASH,11027,10971,10894,10756,10470,10469
0,WASH,11034,11027,10971,10894,10756,10470
0,WASH,11039,11034,11027,10971,10894,10756
0,WASH,11056,11039,11034,11027,10971,10894
0,WASH,11062,11056,11039,11034,11027,10971
0,WASH,11588,11062,11056,11039,11034,11027
0,WAST,4098,3852,3679,3561,3559,801
0,WAST,4524,4098,3852,3679,3561,3559
0,WAST,6062,4524,4098,3852,3679,3561
0,WAST,6642,6062,4524,4098,3852,3679
0,WAST,7532,6642,6062,4524,4098,3852
0,WAST,7733,7532,6642,6062,4524,4098
0,WAST,7741,7733,7532,6642,6062,4524
0,WAST,7744,7741,7733,7532,6642,6062
0,WAST,7968,7744,7741,7733,7532,6642
0,WAST,9244,7968,7744,7741,7733,7532
0,WAST,9292,9244,7968,7744,7741,7733
0,WAST,9293,9292,9244,7968,7744,7741
0,WAST,9311,9293,9292,9244,7968,7744
0,WAST,9315,9311,9293,9292,9244,7968
0,WAST,9584,9315,9311,9293,9292,9244
0,WAST,9907,9584,9315,9311,9293,9292
0,WAST,10013,9907,9584,9315,9311,9293
0,WAST,10044,10013,9907,9584,9315,9311
0,WAST,10147,10044,10013,9907,9584,9315
0,WAST,10193,10147,10044,10013,9907,9584
0,WAST,10194,10193,10147,10044,10013,9907
0,WAST,10463,10194,10193,10147,10044,10013
0,WAST,10689,10463,10194,10193,10147,10044
0,WAST,10837,10689,10463,10194,10193,10147
0,WAST,10861,10837,10689,10463,10194,10193
0,WAST,10967,10861,10837,10689,10463,10194
0,WAST,10971,10967,10861,10837,10689,10463
0,WAST,11014,10971,10967,10861,10837,10689
0,WAST,11019,11014,10971,10967,10861,10837
0,WAST,11435,11019,11014,10971,10967,10861
0,WASU,9436,7743,7737,7732,7394,7384
0,WASU,9812,9436,7743,7737,7732,7394
0,WASU,9859,9812,9436,7743,7737,7732
0,WASU,10142,9859,9812,9436,7743,7737
0,WASU,10144,10142,9859,9812,9436,7743
0,WASU,10153,10144,10142,9859,9812,9436
0,WASU,10155,10153,10144,10142,9859,9812
0,WASU,10187,10155,10153,10144,10142,9859
0,WASU,10548,10187,10155,10153,10144,10142
0,WASU,10549,10548,10187,10155,10153,10144
0,WASU,10986,10549,10548,10187,10155,10153
0,WASU,11518,10986,10549,10548,10187,10155
0,WASU,11777,11518,10986,10549,10548,10187
0,WASU,11778,11777,11518,10986,10549,10548
0,WASU,11779,11778,11777,11518,10986,10549
0,WESL,4277,3925,3921,3546,1083,317
0,WESL,4443,4277,3925,3921,3546,1083
0,WESL,5879,4443,4277,3925,3921,3546
0,WESL,5883,5879,4443,4277,3925,3921
0,WESL,6677,5883,5879,4443,4277,3925
0,WESL,7203,6677,5883,5879,4443,4277
0,WESL,8286,7203,6677,5883,5879,4443
0,WESL,8707,8286,7203,6677,5883,5879
0,WESL,8900,8707,8286,7203,6677,5883
0,WESL,9494,8900,8707,8286,7203,6677
0,WESL,9503,9494,8900,8707,8286,7203
0,WESL,9722,9503,9494,8900,8707,8286
0,WESL,9849,9722,9503,9494,8900,8707
0,WESL,9858,9849,9722,9503,9494,8900
0,WESL,9920,9858,9849,9722,9503,9494
0,WESL,9948,9920,9858,9849,9722,9503
0,WESL,10068,9948,9920,9858,9849,9722
0,WESL,10070,10068,9948,9920,9858,9849
0,WESL,10090,10070,10068,9948,9920,9858
0,WESL,10093,10090,10070,10068,9948,9920
0,WESL,10462,10093,10090,10070,10068,9948
0,WESL,10553,10462,10093,10090,10070,10068
0,WESL,10652,10553,10462,10093,10090,10070
0,WESL,10679,10652,10553,10462,10093,10090
0,WESL,10755,10679,10652,10553,10462,10093
0,WESL,10856,10755,10679,10652,10553,10462
0,WESL,10893,10856,10755,10679,10652,10553
0,WESL,10899,10893,10856,10755,10679,10652
0,WESL,10926,10899,10893,10856,10755,10679
0,WESL,10931,10926,10899,10893,10856,10755
0,WESL,11229,10931,10926,10899,10893,10856
0,WESL,11301,11229,10931,10926,10899,10893
0,WESL,11479,11301,11229,10931,10926,10899
0,WESL,11480,11479,11301,11229,10931,10926
0,WESL,11587,11480,11479,11301,11229,10931
0,WESL,11664,11587,11480,11479,11301,11229
0,WESL,11699,11664,11587,11480,11479,11301
0,WESL,11709,11699,11664,11587,11480,11479
0,WESL,11762,11709,11699,11664,11587,11480
0,WESL,11765,11762,11709,11699,11664,11587
0,WICH,4973,4972,3421,3378,388,221
0,WICH,6471,4973,4972,3421,3378,388
0,WICH,6472,6471,4973,4972,3421,3378
0,WICH,7384,6472,6471,4973,4972,3421
0,WICH,7394,7384,6472,6471,4973,4972
0,WICH,7909,7394,7384,6472,6471,4973
0,WICH,9288,7909,7394,7384,6472,6471
0,WICH,9290,9288,7909,7394,7384,6472
0,WICH,9314,9290,9288,7909,7394,7384
0,WICH,9862,9314,9290,9288,7909,7394
0,WICH,10143,9862,9314,9290,9288,7909
0,WICH,10144,10143,9862,9314,9290,9288
0,WICH,10156,10144,10143,9862,9314,9290
0,WICH,10193,10156,10144,10143,9862,9314
0,WICH,10197,10193,10156,10144,10143,9862
0,WICH,10751,10197,10193,10156,10144,10143
0,WICH,10779,10751,10197,10193,10156,10144
0,WILL,4435,4433,4277,3703,1046,422
0,WILL,5252,4435,4433,4277,3703,1046
0,WILL,5259,5252,4435,4433,4277,3703
0,WILL,5508,5259,5252,4435,4433,4277
0,WILL,5871,5508,5259,5252,4435,4433
0,WILL,5877,5871,5508,5259,5252,4435
0,WILL,5879,5877,5871,5508,5259,5252
0,WILL,6760,5879,5877,5871,5508,5259
0,WILL,6775,6760,5879,5877,5871,5508
0,WILL,7003,6775,6760,5879,5877,5871
0,WILL,7203,7003,6775,6760,5879,5877
0,WILL,7379,7203,7003,6775,6760,5879
0,WILL,8474,7379,7203,7003,6775,6760
0,WILL,8707,8474,7379,7203,7003,6775
0,WILL,8897,8707,8474,7379,7203,7003
0,WILL,9852,8897,8707,8474,7379,7203
0,WILL,9920,9852,8897,8707,8474,7379
0,WILL,9992,9920,9852,8897,8707,8474
0,WILL,10068,9992,9920,9852,8897,8707
0,WILL,10069,10068,9992,9920,9852,8897
0,WILL,10095,10069,10068,9992,9920,9852
0,WILL,10101,10095,10069,10068,9992,9920
0,WILL,10535,10101,10095,10069,10068,9992
0,WILL,10547,10535,10101,10095,10069,10068
0,WILL,10552,10547,10535,10101,10095,10069
0,WILL,10639,10552,10547,10535,10101,10095
0,WILL,10755,10639,10552,10547,10535,10101
0,WILL,10826,10755,10639,10552,10547,10535
0,WILL,10888,10826,10755,10639,10552,10547
0,WILL,10896,10888,10826,10755,10639,10552
0,WILL,10921,10896,10888,10826,10755,10639
0,WILL,10928,10921,10896,10888,10826,10755
0,WILL,11298,10928,10921,10896,10888,10826
0,WILL,11299,11298,10928,10921,10896,10888
0,WILL,11473,11299,11298,10928,10921,10896
0,WILL,11587,11473,11299,11298,10928,10921
0,WILL,11648,11587,11473,11299,11298,10928
0,WILL,11699,11648,11587,11473,11299,11298
0,WILL,11709,11699,11648,11587,11473,11299
0,WILL,11765,11709,11699,11648,11587,11473
0,WILL,11769,11765,11709,11699,11648,11587
0,WISC,4627,4590,1529,1322,1241,657
0,WISC,6071,4627,4590,1529,1322,1241
0,WISC,6985,6071,4627,4590,1529,1322
0,WISC,7559,6985,6071,4627,4590,1529
0,WISC,7707,7559,6985,6071,4627,4590
0,WISC,7710,7707,7559,6985,6071,4627
0,WISC,7794,7710,7707,7559,6985,6071
0,WISC,7804,7794,7710,7707,7559,6985
0,WISC,7811,7804,7794,7710,7707,7559
0,WISC,7826,7811,7804,7794,7710,7707
0,WISC,8481,7826,7811,7804,7794,7710
0,WISC,8894,8481,7826,7811,7804,7794
0,WISC,9030,8894,8481,7826,7811,7804
0,WISC,9090,9030,8894,8481,7826,7811
0,WISC,9246,9090,9030,8894,8481,7826
0,WISC,9248,9246,9090,9030,8894,8481
0,WISC,9775,9248,9246,9090,9030,8894
0,WISC,9845,9775,9248,9246,9090,9030
0,WISC,9863,9845,9775,9248,9246,9090
0,WISC,10002,9863,9845,9775,9248,9246
0,WISC,10042,10002,9863,9845,9775,9248
0,WISC,10135,10042,10002,9863,9845,9775
0,WISC,10148,10135,10042,10002,9863,9845
0,WISC,10206,10148,10135,10042,10002,9863
0,WISC,10217,10206,10148,10135,10042,10002
0,WISC,10220,10217,10206,10148,10135,10042
0,WISC,10221,10220,10217,10206,10148,10135
0,WISC,10546,10221,10220,10217,10206,10148
0,WISC,10635,10546,10221,10220,10217,10206
0,WISC,10649,10635,10546,10221,10220,10217
0,WISC,10686,10649,10635,10546,10221,10220
0,WISC,10815,10686,10649,10635,10546,10221
0,WISC,10859,10815,10686,10649,10635,10546
0,WISC,10966,10859,10815,10686,10649,10635
0,WISC,10972,10966,10859,10815,10686,10649
0,WISC,11023,10972,10966,10859,10815,10686
0,WISC,11028,11023,10972,10966,10859,10815
0,WISC,11034,11028,11023,10972,10966,10859
0,WISC,11038,11034,11028,11023,10972,10966
0,WISC,11306,11038,11034,11028,11023,10972
0,WISC,11437,11306,11038,11034,11028,11023
0,WISC,11710,11437,11306,11038,11034,11028
0,WISC,11724,11710,11437,11306,11038,11034
0,WLMY,9906,9628,9626,7743,7734,7732
0,WLMY,10359,9906,9628,9626,7743,7734
0,WLMY,10363,10359,9906,9628,9626,7743
0,WPI,7003,5917,5724,5636,5508,750
0,WPI,7085,7003,5917,5724,5636,5508
0,WPI,7205,7085,7003,5917,5724,5636
0,WPI,7217,7205,7085,7003,5917,5724
0,WPI,7281,7217,7205,7085,7003,5917
0,WPI,7372,7281,7217,7205,7085,7003
0,WPI,8286,7372,7281,7217,7205,7085
0,WPI,8474,8286,7372,7281,7217,7205
0,WPI,8545,8474,8286,7372,7281,7217
0,WPI,8706,8545,8474,8286,7372,7281
0,WPI,8783,8706,8545,8474,8286,7372
0,WPI,8893,8783,8706,8545,8474,8286
0,WPI,9722,8893,8783,8706,8545,8474
0,WPI,9730,9722,8893,8783,8706,8545
0,WPI,9852,9730,9722,8893,8783,8706
0,WPI,9899,9852,9730,9722,8893,8783
0,WPI,9946,9899,9852,9730,9722,8893
0,WPI,10017,9946,9899,9852,9730,9722
0,WPI,10068,10017,9946,9899,9852,9730
0,WPI,10069,10068,10017,9946,9899,9852
0,WPI,10095,10069,10068,10017,9946,9899
0,WPI,10096,10095,10069,10068,10017,9946
0,WPI,10553,10096,10095,10069,10068,10017
0,WPI,10639,10553,10096,10095,10069,10068
0,WPI,10739,10639,10553,10096,10095,10069
0,WPI,10777,10739,10639,10553,10096,10095
0,WPI,10814,10777,10739,10639,10553,10096
0,WPI,10888,10814,10777,10739,10639,10553
0,WPI,10897,10888,10814,10777,10739,10639
0,WPI,10921,10897,10888,10814,10777,10739
0,WPI,10930,10921,10897,10888,10814,10777
0,WPI,11301,10930,10921,10897,10888,10814
0,WPI,11362,11301,10930,10921,10897,10888
0,WPI,11473,11362,11301,10930,10921,10897
0,WPI,11503,11473,11362,11301,10930,10921
0,WPI,11572,11503,11473,11362,11301,10930
0,WPI,11593,11572,11503,11473,11362,11301
0,WPI,11635,11593,11572,11503,11473,11362
0,WPI,11699,11635,11593,11572,11503,11473
0,WPI,11702,11699,11635,11593,11572,11503
0,WPI,11765,11702,11699,11635,11593,11572
0,WPI,11769,11765,11702,11699,11635,11593
0,WWAS,8139,7282,6642,4524,3561,3559
0,WWAS,8929,8139,7282,6642,4524,3561
0,WWAS,9290,8929,8139,7282,6642,4524
0,WWAS,9292,9290,8929,8139,7282,6642
0,WWAS,9318,9292,9290,8929,8139,7282
0,WWAS,9584,9318,9292,9290,8929,8139
0,WWAS,9810,9584,9318,9292,9290,8929
0,WWAS,9868,9810,9584,9318,9292,9290
0,WWAS,10013,9868,9810,9584,9318,9292
0,WWAS,10044,10013,9868,9810,9584,9318
0,WWAS,10192,10044,10013,9868,9810,9584
0,WWAS,10194,10192,10044,10013,9868,9810
0,WWAS,10264,10194,10192,10044,10013,9868
0,WWAS,10834,10264,10194,10192,10044,10013
0,WWAS,10861,10834,10264,10194,10192,10044
0,WWAS,11014,10861,10834,10264,10194,10192
0,WWAS,11019,11014,10861,10834,10264,10194
0,WWAS,11075,11019,11014,10861,10834,10264
0,WWAS,11076,11075,11019,11014,10861,10834
0,WWAS,11078,11076,11075,11019,11014,10861
0,YALE,4042,3504,1098,915,654,284
0,YALE,4209,4042,3504,1098,915,654
0,YALE,4395,4209,4042,3504,1098,915
0,YALE,5864,4395,4209,4042,3504,1098
0,YALE,6638,5864,4395,4209,4042,3504
0,YALE,6973,6638,5864,4395,4209,4042
0,YALE,7204,6973,6638,5864,4395,4209
0,YALE,7382,7204,6973,6638,5864,4395
0,YALE,7708,7382,7204,6973,6638,5864
0,YALE,7713,7708,7382,7204,6973,6638
0,YALE,7813,7713,7708,7382,7204,6973
0,YALE,7817,7813,7713,7708,7382,7204
0,YALE,7824,7817,7813,7713,7708,7382
0,YALE,8029,7824,7817,7813,7713,7708
0,YALE,8484,8029,7824,7817,7813,7713
0,YALE,8712,8484,8029,7824,7817,7813
0,YALE,8892,8712,8484,8029,7824,7817
0,YALE,9234,8892,8712,8484,8029,7824
0,YALE,9236,9234,8892,8712,8484,8029
0,YALE,9514,9236,9234,8892,8712,8484
0,YALE,9620,9514,9236,9234,8892,8712
0,YALE,9721,9620,9514,9236,9234,8892
0,YALE,9857,9721,9620,9514,9236,9234
0,YALE,9922,9857,9721,9620,9514,9236
0,YALE,10149,9922,9857,9721,9620,9514
0,YALE,10152,10149,9922,9857,9721,9620
0,YALE,10199,10152,10149,9922,9857,9721
0,YALE,10214,10199,10152,10149,9922,9857
0,YALE,10223,10214,10199,10152,10149,9922
0,YALE,10361,10223,10214,10199,10152,10149
0,YALE,10362,10361,10223,10214,10199,10152
0,YALE,10387,10362,10361,10223,10214,10199
0,YALE,10461,10387,10362,10361,10223,10214
0,YALE,10544,10461,10387,10362,10361,10223
0,YALE,10678,10544,10461,10387,10362,10361
0,YALE,10754,10678,10544,10461,10387,10362
0,YALE,10974,10754,10678,10544,10461,10387
0,YALE,10980,10974,10754,10678,10544,10461
0,YALE,11029,10980,10974,10754,10678,10544
0,YALE,11033,11029,10980,10974,10754,10678
0,YALE,11039,11033,11029,10980,10974,10754
0,YALE,11228,11039,11033,11029,10980,10974
0,YALE,11478,11228,11039,11033,11029,10980
0,YALE,11586,11478,11228,11039,11033,11029
0,YALE,11644,11586,11478,11228,11039,11033
