,raceid,date,crewtype,racetype,file,number,teams,racename,distance,team,time,minutes,seconds,time_in_secs
19270,7918,2016-03-12,WHJ,Final,RowData2016.csv,3,"['SACS', 'STMY', 'UCSD', 'HUMS', 'MILL']",Sacramento State Invite,2000.0,UCSD,06:52.1,6,52.1,412.1
19271,7918,2016-03-12,WHJ,Final,RowData2016.csv,4,"['SACS', 'STMY', 'UCSD', 'HUMS', 'MILL']",Sacramento State Invite,2000.0,HUMS,07:06.1,7,6.1,426.1
19272,7918,2016-03-12,WHJ,Final,RowData2016.csv,5,"['SACS', 'STMY', 'UCSD', 'HUMS', 'MILL']",Sacramento State Invite,2000.0,MILL,08:06.9,8,6.9,486.9
19273,7919,2016-03-12,WHJ,Final,RowData2016.csv,1,"['UCLA', 'LOMY']",UCLA vs. LMU,2000.0,UCLA,07:40.8,7,40.8,460.8
19274,7919,2016-03-12,WHJ,Final,RowData2016.csv,2,"['UCLA', 'LOMY']",UCLA vs. LMU,2000.0,LOMY,07:58.0,7,58.0,478.0
19275,7920,2016-03-12,WHJ,Final,RowData2016.csv,1,"['UNC', 'GMAS']",George Mason University vs. University of North Carolina,2000.0,UNC,07:12.4,7,12.4,432.4
19276,7920,2016-03-12,WHJ,Final,RowData2016.csv,2,"['UNC', 'GMAS']",George Mason University vs. University of North Carolina,2000.0,GMAS,07:46.8,7,46.8,466.8
19277,7921,2016-03-12,WHJ,Final,RowData2016.csv,1,"['UPOR', 'PACL']",Pacific Lutheran Invite,2000.0,UPOR,07:34.1,7,34.1,454.1
19278,7921,2016-03-12,WHJ,Final,RowData2016.csv,2,"['UPOR', 'PACL']",Pacific Lutheran Invite,2000.0,PACL,07:38.6,7,38.6,458.6
19279,7922,2016-03-12,WHJ,Final,RowData2016.csv,1,"['LEHI', 'LOYO']",Lehigh University vs. Loyola University,2000.0,LEHI,07:58.7,7,58.7,478.7
19280,7922,2016-03-12,WHJ,Final,RowData2016.csv,2,"['LEHI', 'LOYO']",Lehigh University vs. Loyola University,2000.0,LOYO,09:20.0,9,20.0,560.0
19281,7923,2016-03-12,WHV,Final,RowData2016.csv,1,"['WWAS', 'UPOR', 'PACL']",Pacific Lutheran Invite - Session II,2000.0,WWAS,06:58.4,6,58.4,418.4
19282,7923,2016-03-12,WHV,Final,RowData2016.csv,2,"['WWAS', 'UPOR', 'PACL']",Pacific Lutheran Invite - Session II,2000.0,UPOR,07:02.1,7,2.1,422.1
19283,7923,2016-03-12,WHV,Final,RowData2016.csv,3,"['WWAS', 'UPOR', 'PACL']",Pacific Lutheran Invite - Session II,2000.0,PACL,07:13.1,7,13.1,433.1
19284,7924,2016-03-12,MHV,Final,RowData2016.csv,1,"['DREX', 'LASL', 'VILN']",Drexel vs LaSalle vs Villanova,2000.0,DREX,06:10.0,6,10.0,370.0
19285,7924,2016-03-12,MHV,Final,RowData2016.csv,2,"['DREX', 'LASL', 'VILN']",Drexel vs LaSalle vs Villanova,2000.0,LASL,06:37.8,6,37.8,397.8
19286,7924,2016-03-12,MHV,Final,RowData2016.csv,3,"['DREX', 'LASL', 'VILN']",Drexel vs LaSalle vs Villanova,2000.0,VILN,06:55.8,6,55.8,415.8
19287,7925,2016-03-13,WHV,Final,RowData2016.csv,1,"['UVA', 'LOUV', 'CLEM', 'OKLA']",Cardinal Invite,2000.0,UVA,06:29.4,6,29.4,389.4
19288,7925,2016-03-13,WHV,Final,RowData2016.csv,2,"['UVA', 'LOUV', 'CLEM', 'OKLA']",Cardinal Invite,2000.0,LOUV,06:36.3,6,36.3,396.3
19289,7925,2016-03-13,WHV,Final,RowData2016.csv,3,"['UVA', 'LOUV', 'CLEM', 'OKLA']",Cardinal Invite,2000.0,CLEM,06:37.3,6,37.3,397.3
19290,7925,2016-03-13,WHV,Final,RowData2016.csv,4,"['UVA', 'LOUV', 'CLEM', 'OKLA']",Cardinal Invite,2000.0,OKLA,06:48.0,6,48.0,408.0
19291,7926,2016-03-13,WHV,Final,RowData2016.csv,1,"['MIST', 'MINN', 'CFLA', 'WV']",Cardinal Invite,2000.0,MIST,06:37.9,6,37.9,397.9
19292,7926,2016-03-13,WHV,Final,RowData2016.csv,2,"['MIST', 'MINN', 'CFLA', 'WV']",Cardinal Invite,2000.0,MINN,06:41.8,6,41.8,401.8
19293,7926,2016-03-13,WHV,Final,RowData2016.csv,3,"['MIST', 'MINN', 'CFLA', 'WV']",Cardinal Invite,2000.0,CFLA,06:46.1,6,46.1,406.1
19294,7926,2016-03-13,WHV,Final,RowData2016.csv,4,"['MIST', 'MINN', 'CFLA', 'WV']",Cardinal Invite,2000.0,WV,07:03.9,7,3.9,423.9
19295,7927,2016-03-13,WHV,Final,RowData2016.csv,1,"['MICH', 'ND', 'KANS']",Cardinal Invite,2000.0,MICH,06:25.4,6,25.4,385.4
19296,7927,2016-03-13,WHV,Final,RowData2016.csv,2,"['MICH', 'ND', 'KANS']",Cardinal Invite,2000.0,ND,06:33.5,6,33.5,393.5
19297,7927,2016-03-13,WHV,Final,RowData2016.csv,3,"['MICH', 'ND', 'KANS']",Cardinal Invite,2000.0,KANS,06:51.5,6,51.5,411.5
19298,7928,2016-03-13,WHJ,Final,RowData2016.csv,1,"['UVA', 'LOUV', 'OKLA', 'CLEM']",Cardinal Invite,2000.0,UVA,06:39.1,6,39.1,399.1
19299,7928,2016-03-13,WHJ,Final,RowData2016.csv,2,"['UVA', 'LOUV', 'OKLA', 'CLEM']",Cardinal Invite,2000.0,LOUV,06:42.1,6,42.1,402.1
19300,7928,2016-03-13,WHJ,Final,RowData2016.csv,3,"['UVA', 'LOUV', 'OKLA', 'CLEM']",Cardinal Invite,2000.0,OKLA,06:49.5,6,49.5,409.5
19301,7928,2016-03-13,WHJ,Final,RowData2016.csv,4,"['UVA', 'LOUV', 'OKLA', 'CLEM']",Cardinal Invite,2000.0,CLEM,06:55.8,6,55.8,415.8
19302,7929,2016-03-13,WHJ,Final,RowData2016.csv,1,"['MINN', 'MIST', 'CFLA', 'WV']",Cardinal Invite,2000.0,MINN,06:42.3,6,42.3,402.3
19303,7929,2016-03-13,WHJ,Final,RowData2016.csv,2,"['MINN', 'MIST', 'CFLA', 'WV']",Cardinal Invite,2000.0,MIST,06:59.7,6,59.7,419.7
19304,7929,2016-03-13,WHJ,Final,RowData2016.csv,3,"['MINN', 'MIST', 'CFLA', 'WV']",Cardinal Invite,2000.0,CFLA,07:07.3,7,7.3,427.3
19305,7929,2016-03-13,WHJ,Final,RowData2016.csv,4,"['MINN', 'MIST', 'CFLA', 'WV']",Cardinal Invite,2000.0,WV,07:11.2,7,11.2,431.2
19306,7930,2016-03-13,WHJ,Final,RowData2016.csv,1,"['MICH', 'ND', 'KANS']",Cardinal Invite,2000.0,MICH,06:33.9,6,33.9,393.9
19307,7930,2016-03-13,WHJ,Final,RowData2016.csv,2,"['MICH', 'ND', 'KANS']",Cardinal Invite,2000.0,ND,06:44.1,6,44.1,404.1
19308,7930,2016-03-13,WHJ,Final,RowData2016.csv,3,"['MICH', 'ND', 'KANS']",Cardinal Invite,2000.0,KANS,06:58.6,6,58.6,418.6
19309,7931,2016-03-18,WHJ,Final,RowData2016.csv,1,"['CFLA', 'CONN', 'JAX', 'NOVS']",UCF vs. Connecticut,2000.0,CFLA,07:05.5,7,5.5,425.5
19310,7931,2016-03-18,WHJ,Final,RowData2016.csv,2,"['CFLA', 'CONN', 'JAX', 'NOVS']",UCF vs. Connecticut,2000.0,CONN,07:08.4,7,8.4,428.4
19311,7931,2016-03-18,WHJ,Final,RowData2016.csv,3,"['CFLA', 'CONN', 'JAX', 'NOVS']",UCF vs. Connecticut,2000.0,JAX,07:24.8,7,24.8,444.8
19312,7931,2016-03-18,WHJ,Final,RowData2016.csv,4,"['CFLA', 'CONN', 'JAX', 'NOVS']",UCF vs. Connecticut,2000.0,NOVS,07:34.1,7,34.1,454.1
19313,7932,2016-03-18,MHV,Final,RowData2016.csv,1,"['FRMA', 'STMD']",St. Marys of MD vs. Franklin & Marshall,2000.0,FRMA,06:13.0,6,13.0,373.0
19314,7932,2016-03-18,MHV,Final,RowData2016.csv,2,"['FRMA', 'STMD']",St. Marys of MD vs. Franklin & Marshall,2000.0,STMD,06:16.0,6,16.0,376.0
19315,7933,2016-03-18,WHJ,Final,RowData2016.csv,1,"['STMD', 'FRMA']",St. Marys of MD vs. Franklin & Marshall,2000.0,STMD,07:10.0,7,10.0,430.0
19316,7933,2016-03-18,WHJ,Final,RowData2016.csv,2,"['STMD', 'FRMA']",St. Marys of MD vs. Franklin & Marshall,2000.0,FRMA,07:27.0,7,27.0,447.0
19317,7934,2016-03-18,WHV,Final,RowData2016.csv,1,"['CFLA', 'NOVS', 'JAX', 'CONN']",UCF vs. Connecticut,2000.0,CFLA,06:50.8,6,50.8,410.8
19318,7934,2016-03-18,WHV,Final,RowData2016.csv,2,"['CFLA', 'NOVS', 'JAX', 'CONN']",UCF vs. Connecticut,2000.0,NOVS,07:03.8,7,3.8,423.8
19319,7934,2016-03-18,WHV,Final,RowData2016.csv,3,"['CFLA', 'NOVS', 'JAX', 'CONN']",UCF vs. Connecticut,2000.0,JAX,07:06.6,7,6.6,426.6
19320,7934,2016-03-18,WHV,Final,RowData2016.csv,4,"['CFLA', 'NOVS', 'JAX', 'CONN']",UCF vs. Connecticut,2000.0,CONN,07:11.5,7,11.5,431.5
19321,7935,2016-03-18,WHV,Final,RowData2016.csv,1,"['FRMA', 'STMD']",St. Marys of MD vs. Franklin & Marshall,2000.0,FRMA,06:46.0,6,46.0,406.0
19322,7935,2016-03-18,WHV,Final,RowData2016.csv,2,"['FRMA', 'STMD']",St. Marys of MD vs. Franklin & Marshall,2000.0,STMD,06:58.0,6,58.0,418.0
19323,7940,2016-03-19,WHV,Final,RowData2016.csv,1,"['ALAB', 'SACS']",Lake Natoma Racing,2000.0,ALAB,06:47.1,6,47.1,407.1
19324,7940,2016-03-19,WHV,Final,RowData2016.csv,2,"['ALAB', 'SACS']",Lake Natoma Racing,2000.0,SACS,06:48.7,6,48.7,408.7
19325,7941,2016-03-19,WHV,Final,RowData2016.csv,1,"['ALAB', 'DRAK']",University of Alabama vs. Drake University,2000.0,ALAB,07:22.6,7,22.6,442.6
19326,7941,2016-03-19,WHV,Final,RowData2016.csv,2,"['ALAB', 'DRAK']",University of Alabama vs. Drake University,2000.0,DRAK,07:37.7,7,37.7,457.7
19327,7942,2016-03-19,WHV,Final,RowData2016.csv,1,"['BARR', 'FLTC']",Governor's Cup 2016 - FIT vs Barry,2000.0,BARR,06:58.4,6,58.4,418.4
19328,7942,2016-03-19,WHV,Final,RowData2016.csv,2,"['BARR', 'FLTC']",Governor's Cup 2016 - FIT vs Barry,2000.0,FLTC,07:02.3,7,2.3,422.3
19329,7943,2016-03-19,WHV,Final,RowData2016.csv,1,"['BC', 'TEMP']",Schuylkill Racing,2000.0,BC,06:41.0,6,41.0,401.0
19330,7943,2016-03-19,WHV,Final,RowData2016.csv,2,"['BC', 'TEMP']",Schuylkill Racing,2000.0,TEMP,06:47.1,6,47.1,407.1
19331,7944,2016-03-19,WHV,Final,RowData2016.csv,1,"['BRYN', 'SUSQ', 'HAVE']",Bryn Mawr College vs. Haverford College,2000.0,BRYN,06:56.0,6,56.0,416.0
19332,7944,2016-03-19,WHV,Final,RowData2016.csv,2,"['BRYN', 'SUSQ', 'HAVE']",Bryn Mawr College vs. Haverford College,2000.0,SUSQ,07:33.0,7,33.0,453.0
19333,7944,2016-03-19,WHV,Final,RowData2016.csv,3,"['BRYN', 'SUSQ', 'HAVE']",Bryn Mawr College vs. Haverford College,2000.0,HAVE,07:38.0,7,38.0,458.0
19334,7945,2016-03-19,WHV,Final,RowData2016.csv,1,"['DUKE', 'CLEM', 'UNC']",Carolinas Cup,2000.0,DUKE,06:29.8,6,29.8,389.8
19335,7945,2016-03-19,WHV,Final,RowData2016.csv,2,"['DUKE', 'CLEM', 'UNC']",Carolinas Cup,2000.0,CLEM,06:34.3,6,34.3,394.3
19336,7945,2016-03-19,WHV,Final,RowData2016.csv,3,"['DUKE', 'CLEM', 'UNC']",Carolinas Cup,2000.0,UNC,06:42.7,6,42.7,402.7
19337,7946,2016-03-19,WHV,Final,RowData2016.csv,1,"['GONZ', 'ORST']",Oregon State vs. Gonzaga,2000.0,GONZ,06:38.7,6,38.7,398.7
19338,7946,2016-03-19,WHV,Final,RowData2016.csv,2,"['GONZ', 'ORST']",Oregon State vs. Gonzaga,2000.0,ORST,06:41.0,6,41.0,401.0
19339,7947,2016-03-19,WHV,Final,RowData2016.csv,1,"['JAX', 'STET']",Stetson University vs. Jacksonville University,2000.0,JAX,06:58.5,6,58.5,418.5
19340,7947,2016-03-19,WHV,Final,RowData2016.csv,2,"['JAX', 'STET']",Stetson University vs. Jacksonville University,2000.0,STET,07:24.1,7,24.1,444.1
19341,7948,2016-03-19,WHV,Final,RowData2016.csv,1,"['KAST', 'TULS']",Tulsa vs. Kansas State,2000.0,KAST,08:03.5,8,3.5,483.5
19342,7948,2016-03-19,WHV,Final,RowData2016.csv,2,"['KAST', 'TULS']",Tulsa vs. Kansas State,2000.0,TULS,08:08.1,8,8.1,488.1
19343,7949,2016-03-19,WHV,Final,RowData2016.csv,1,"['LOMY', 'UCSB', 'OC', 'CSLB', 'UCIR']",Freedom Cup/Berg Cup Regatta,2000.0,LOMY,06:39.3,6,39.3,399.3
19344,7949,2016-03-19,WHV,Final,RowData2016.csv,2,"['LOMY', 'UCSB', 'OC', 'CSLB', 'UCIR']",Freedom Cup/Berg Cup Regatta,2000.0,UCSB,06:46.3,6,46.3,406.3
19345,7949,2016-03-19,WHV,Final,RowData2016.csv,3,"['LOMY', 'UCSB', 'OC', 'CSLB', 'UCIR']",Freedom Cup/Berg Cup Regatta,2000.0,OC,06:52.1,6,52.1,412.1
19346,7949,2016-03-19,WHV,Final,RowData2016.csv,4,"['LOMY', 'UCSB', 'OC', 'CSLB', 'UCIR']",Freedom Cup/Berg Cup Regatta,2000.0,CSLB,07:05.1,7,5.1,425.1
19347,7949,2016-03-19,WHV,Final,RowData2016.csv,5,"['LOMY', 'UCSB', 'OC', 'CSLB', 'UCIR']",Freedom Cup/Berg Cup Regatta,2000.0,UCIR,07:10.6,7,10.6,430.6
19348,7950,2016-03-19,WHV,Final,RowData2016.csv,1,"['PENN', 'BC', 'STJO']",Schuylkill Racing,2000.0,PENN,06:20.8,6,20.8,380.8
19349,7950,2016-03-19,WHV,Final,RowData2016.csv,2,"['PENN', 'BC', 'STJO']",Schuylkill Racing,2000.0,BC,06:27.9,6,27.9,387.9
19350,7950,2016-03-19,WHV,Final,RowData2016.csv,3,"['PENN', 'BC', 'STJO']",Schuylkill Racing,2000.0,STJO,06:35.9,6,35.9,395.9
19351,7951,2016-03-19,WHV,Final,RowData2016.csv,1,"['SDSU', 'SACS']",Lake Natoma Racing,2000.0,SDSU,06:24.6,6,24.6,384.6
19352,7951,2016-03-19,WHV,Final,RowData2016.csv,2,"['SDSU', 'SACS']",Lake Natoma Racing,2000.0,SACS,06:27.4,6,27.4,387.4
19353,7952,2016-03-19,WHV,Final,RowData2016.csv,1,"['SDSU', 'STMY']",Lake Natoma Racing,2000.0,SDSU,06:47.7,6,47.7,407.7
19354,7952,2016-03-19,WHV,Final,RowData2016.csv,2,"['SDSU', 'STMY']",Lake Natoma Racing,2000.0,STMY,06:57.9,6,57.9,417.9
19355,7953,2016-03-19,WHV,Final,RowData2016.csv,1,"['STJO', 'DELA']",Schuylkill Racing,2000.0,STJO,06:50.5,6,50.5,410.5
19356,7953,2016-03-19,WHV,Final,RowData2016.csv,2,"['STJO', 'DELA']",Schuylkill Racing,2000.0,DELA,07:00.7,7,0.7,420.7
19357,7954,2016-03-19,WHV,Final,RowData2016.csv,1,"['TEMP', 'LEHI', 'DELA']",Schuylkill Racing,2000.0,TEMP,06:36.1,6,36.1,396.1
19358,7954,2016-03-19,WHV,Final,RowData2016.csv,2,"['TEMP', 'LEHI', 'DELA']",Schuylkill Racing,2000.0,LEHI,06:44.7,6,44.7,404.7
19359,7954,2016-03-19,WHV,Final,RowData2016.csv,3,"['TEMP', 'LEHI', 'DELA']",Schuylkill Racing,2000.0,DELA,06:49.4,6,49.4,409.4
19360,7955,2016-03-19,WHV,Final,RowData2016.csv,1,"['UVA', 'YALE']",University of Virginia vs. Yale,2000.0,UVA,06:28.4,6,28.4,388.4
19361,7955,2016-03-19,WHV,Final,RowData2016.csv,2,"['UVA', 'YALE']",University of Virginia vs. Yale,2000.0,YALE,06:29.7,6,29.7,389.7
19362,7957,2016-03-19,WHJ,Final,RowData2016.csv,1,"['UVA', 'YALE']",University of Virginia vs. Yale,2000.0,UVA,06:35.1,6,35.1,395.1
19363,7957,2016-03-19,WHJ,Final,RowData2016.csv,2,"['UVA', 'YALE']",University of Virginia vs. Yale,2000.0,YALE,06:39.7,6,39.7,399.7
19364,7958,2016-03-19,WHJ,Final,RowData2016.csv,1,"['TULS', 'KAST']",Tulsa vs. Kansas State,2000.0,TULS,08:11.2,8,11.2,491.2
19365,7958,2016-03-19,WHJ,Final,RowData2016.csv,2,"['TULS', 'KAST']",Tulsa vs. Kansas State,2000.0,KAST,08:20.8,8,20.8,500.8
19366,7959,2016-03-19,WHV,Final,RowData2016.csv,1,"['ALAB', 'STMY']",Lake Natoma Racing,2000.0,ALAB,06:33.7,6,33.7,393.7
19367,7959,2016-03-19,WHV,Final,RowData2016.csv,2,"['ALAB', 'STMY']",Lake Natoma Racing,2000.0,STMY,06:41.6,6,41.6,401.6
19368,7960,2016-03-19,WHJ,Final,RowData2016.csv,1,"['SACS', 'SDSU']",Lake Natoma Racing,2000.0,SACS,06:39.7,6,39.7,399.7
19369,7960,2016-03-19,WHJ,Final,RowData2016.csv,2,"['SACS', 'SDSU']",Lake Natoma Racing,2000.0,SDSU,06:46.1,6,46.1,406.1
19370,7961,2016-03-19,MHJ,Final,RowData2016.csv,1,"['GONZ', 'WAST']",Fawley Cup,2000.0,GONZ,06:58.6,6,58.6,418.6
19371,7961,2016-03-19,MHJ,Final,RowData2016.csv,2,"['GONZ', 'WAST']",Fawley Cup,2000.0,WAST,07:18.6,7,18.6,438.6
19372,7962,2016-03-19,MHJ,Final,RowData2016.csv,1,"['ORGN', 'LECL']",Hagg Lake Invitational,1900.0,ORGN,06:50.1,6,50.1,410.1
19373,7962,2016-03-19,MHJ,Final,RowData2016.csv,2,"['ORGN', 'LECL']",Hagg Lake Invitational,1900.0,LECL,07:01.4,7,1.4,421.4
19374,7965,2016-03-19,MHV,Final,RowData2016.csv,1,"['LECL', 'ORGN']",Hagg Lake Invitational,1900.0,LECL,06:23.2,6,23.2,383.2
19375,7965,2016-03-19,MHV,Final,RowData2016.csv,2,"['LECL', 'ORGN']",Hagg Lake Invitational,1900.0,ORGN,06:30.7,6,30.7,390.7
19376,7966,2016-03-19,WHJ,Final,RowData2016.csv,1,"['SDSU', 'STMY']",Lake Natoma Racing,2000.0,SDSU,07:03.6,7,3.6,423.6
19377,7966,2016-03-19,WHJ,Final,RowData2016.csv,2,"['SDSU', 'STMY']",Lake Natoma Racing,2000.0,STMY,07:12.2,7,12.2,432.2
19378,7967,2016-03-19,MHV,Final,RowData2016.csv,1,"['DELA', 'LEHI']",Lehigh vs. Delaware,2000.0,DELA,05:54.9,5,54.9,354.9
19379,7967,2016-03-19,MHV,Final,RowData2016.csv,2,"['DELA', 'LEHI']",Lehigh vs. Delaware,2000.0,LEHI,06:20.2,6,20.2,380.2
19380,7968,2016-03-19,MHV,Final,RowData2016.csv,1,"['GONZ', 'WAST']",Fawley Cup,2000.0,GONZ,06:44.8,6,44.8,404.8
19381,7968,2016-03-19,MHV,Final,RowData2016.csv,2,"['GONZ', 'WAST']",Fawley Cup,2000.0,WAST,07:06.8,7,6.8,426.8
19382,7969,2016-03-19,MHV,Final,RowData2016.csv,1,"['PURD', 'MARI']",60th MC/Purdue Challenge Cup,2000.0,PURD,05:03.0,5,3.0,303.0
19383,7969,2016-03-19,MHV,Final,RowData2016.csv,2,"['PURD', 'MARI']",60th MC/Purdue Challenge Cup,2000.0,MARI,05:06.0,5,6.0,306.0
19384,7970,2016-03-19,MHV,Final,RowData2016.csv,1,"['UCSB', 'UCLA']",UCLA vs. UCSB,2000.0,UCSB,05:58.0,5,58.0,358.0
19385,7970,2016-03-19,MHV,Final,RowData2016.csv,2,"['UCSB', 'UCLA']",UCLA vs. UCSB,2000.0,UCLA,06:11.8,6,11.8,371.8
19386,7971,2016-03-19,WHJ,Final,RowData2016.csv,1,"['ALAB', 'STMY']",Lake Natoma Racing,2000.0,ALAB,06:42.9,6,42.9,402.9
19387,7971,2016-03-19,WHJ,Final,RowData2016.csv,2,"['ALAB', 'STMY']",Lake Natoma Racing,2000.0,STMY,06:59.1,6,59.1,419.1
19388,7972,2016-03-19,MHV,Final,RowData2016.csv,1,"['CAL#', 'SONO']",Dual,2000.0,CAL#,06:47.0,6,47.0,407.0
19389,7972,2016-03-19,MHV,Final,RowData2016.csv,2,"['CAL#', 'SONO']",Dual,2000.0,SONO,06:50.5,6,50.5,410.5
19390,7973,2016-03-19,WHJ,Final,RowData2016.csv,1,"['ALAB', 'DRAK']",University of Alabama vs. Drake University,2000.0,ALAB,07:38.0,7,38.0,458.0
19391,7973,2016-03-19,WHJ,Final,RowData2016.csv,2,"['ALAB', 'DRAK']",University of Alabama vs. Drake University,2000.0,DRAK,07:42.0,7,42.0,462.0
19392,7974,2016-03-19,WHJ,Final,RowData2016.csv,1,"['BC', 'TEMP']",Schuylkill Racing,2000.0,BC,06:51.9,6,51.9,411.9
19393,7974,2016-03-19,WHJ,Final,RowData2016.csv,2,"['BC', 'TEMP']",Schuylkill Racing,2000.0,TEMP,06:57.9,6,57.9,417.9
19394,7975,2016-03-19,WHJ,Final,RowData2016.csv,1,"['BRYN', 'SUSQ', 'HAVE']",Bryn Mawr College vs. Haverford College,2000.0,BRYN,07:53.0,7,53.0,473.0
19395,7975,2016-03-19,WHJ,Final,RowData2016.csv,2,"['BRYN', 'SUSQ', 'HAVE']",Bryn Mawr College vs. Haverford College,2000.0,SUSQ,08:15.0,8,15.0,495.0
19396,7975,2016-03-19,WHJ,Final,RowData2016.csv,3,"['BRYN', 'SUSQ', 'HAVE']",Bryn Mawr College vs. Haverford College,2000.0,HAVE,08:21.0,8,21.0,501.0
19397,7976,2016-03-19,WHJ,Final,RowData2016.csv,1,"['DELA', 'TEMP', 'LEHI']",Schuylkill Racing,2000.0,DELA,06:51.3,6,51.3,411.3
19398,7976,2016-03-19,WHJ,Final,RowData2016.csv,2,"['DELA', 'TEMP', 'LEHI']",Schuylkill Racing,2000.0,TEMP,06:59.6,6,59.6,419.6
19399,7976,2016-03-19,WHJ,Final,RowData2016.csv,3,"['DELA', 'TEMP', 'LEHI']",Schuylkill Racing,2000.0,LEHI,07:08.9,7,8.9,428.9
19400,7977,2016-03-19,WHJ,Final,RowData2016.csv,1,"['DELA', 'STJO']",Schuylkill Racing,2000.0,DELA,06:52.9,6,52.9,412.9
19401,7977,2016-03-19,WHJ,Final,RowData2016.csv,2,"['DELA', 'STJO']",Schuylkill Racing,2000.0,STJO,06:58.8,6,58.8,418.8
19402,7978,2016-03-19,WHJ,Final,RowData2016.csv,1,"['DUKE', 'CLEM', 'UNC']",Carolinas Cup,2000.0,DUKE,06:37.6,6,37.6,397.6
19403,7978,2016-03-19,WHJ,Final,RowData2016.csv,2,"['DUKE', 'CLEM', 'UNC']",Carolinas Cup,2000.0,CLEM,06:39.6,6,39.6,399.6
19404,7978,2016-03-19,WHJ,Final,RowData2016.csv,3,"['DUKE', 'CLEM', 'UNC']",Carolinas Cup,2000.0,UNC,07:00.4,7,0.4,420.4
19405,7979,2016-03-19,WHJ,Final,RowData2016.csv,1,"['GONZ', 'ORST']",Oregon State vs. Gonzaga,2000.0,GONZ,06:54.2,6,54.2,414.2
19406,7979,2016-03-19,WHJ,Final,RowData2016.csv,2,"['GONZ', 'ORST']",Oregon State vs. Gonzaga,2000.0,ORST,07:08.2,7,8.2,428.2
19407,7980,2016-03-19,WHJ,Final,RowData2016.csv,1,"['JAX', 'STET']",Stetson University vs. Jacksonville University,2000.0,JAX,07:25.4,7,25.4,445.4
19408,7980,2016-03-19,WHJ,Final,RowData2016.csv,2,"['JAX', 'STET']",Stetson University vs. Jacksonville University,2000.0,STET,08:01.0,8,1.0,481.0
19409,7981,2016-03-19,WHJ,Final,RowData2016.csv,1,"['LOMY', 'UCSB']",Freedom Cup/Berg Cup Regatta,2000.0,LOMY,06:59.1,6,59.1,419.1
19410,7981,2016-03-19,WHJ,Final,RowData2016.csv,2,"['LOMY', 'UCSB']",Freedom Cup/Berg Cup Regatta,2000.0,UCSB,07:09.5,7,9.5,429.5
19411,7982,2016-03-19,WHJ,Final,RowData2016.csv,1,"['PENN', 'BC', 'STJO']",Schuylkill Racing,2000.0,PENN,06:37.1,6,37.1,397.1
19412,7982,2016-03-19,WHJ,Final,RowData2016.csv,2,"['PENN', 'BC', 'STJO']",Schuylkill Racing,2000.0,BC,06:49.1,6,49.1,409.1
19413,7982,2016-03-19,WHJ,Final,RowData2016.csv,3,"['PENN', 'BC', 'STJO']",Schuylkill Racing,2000.0,STJO,06:51.0,6,51.0,411.0
19414,7983,2016-03-19,WHJ,Final,RowData2016.csv,1,"['ALAB', 'SACS']",Lake Natoma Racing,2000.0,ALAB,06:54.7,6,54.7,414.7
19415,7983,2016-03-19,WHJ,Final,RowData2016.csv,2,"['ALAB', 'SACS']",Lake Natoma Racing,2000.0,SACS,07:02.9,7,2.9,422.9
19416,7987,2016-03-20,WHV,Final,RowData2016.csv,1,"['LECL', 'PACI']",Hagg Lake Invitational,1900.0,LECL,07:22.5,7,22.5,442.5
19417,7987,2016-03-20,WHV,Final,RowData2016.csv,2,"['LECL', 'PACI']",Hagg Lake Invitational,1900.0,PACI,08:28.6,8,28.6,508.6
19418,7988,2016-03-20,WHV,Final,RowData2016.csv,1,"['PACL', 'LECL', 'ORGN']",Hagg Lake Invitational,1900.0,PACL,06:42.9,6,42.9,402.9
19419,7988,2016-03-20,WHV,Final,RowData2016.csv,2,"['PACL', 'LECL', 'ORGN']",Hagg Lake Invitational,1900.0,LECL,06:48.2,6,48.2,408.2
19420,7988,2016-03-20,WHV,Final,RowData2016.csv,3,"['PACL', 'LECL', 'ORGN']",Hagg Lake Invitational,1900.0,ORGN,07:21.4,7,21.4,441.4
19421,7989,2016-03-20,WHV,Final,RowData2016.csv,1,"['UMIA', 'FLTC']",Governor's Cup 2016,2000.0,UMIA,06:45.8,6,45.8,405.8
19422,7989,2016-03-20,WHV,Final,RowData2016.csv,2,"['UMIA', 'FLTC']",Governor's Cup 2016,2000.0,FLTC,07:10.1,7,10.1,430.1
19423,7990,2016-03-20,WHV,Final,RowData2016.csv,1,"['WLMT', 'PACI']",Hagg Lake Invitational,1900.0,WLMT,07:22.6,7,22.6,442.6
19424,7990,2016-03-20,WHV,Final,RowData2016.csv,2,"['WLMT', 'PACI']",Hagg Lake Invitational,1900.0,PACI,08:09.8,8,9.8,489.8
19425,7991,2016-03-20,WHV,Final,RowData2016.csv,1,"['TEXC', 'COLO']",Texas Crew vs. Colorado,1950.0,TEXC,07:08.0,7,8.0,428.0
19426,7991,2016-03-20,WHV,Final,RowData2016.csv,2,"['TEXC', 'COLO']",Texas Crew vs. Colorado,1950.0,COLO,07:13.0,7,13.0,433.0
19427,7992,2016-03-20,WHV,Final,RowData2016.csv,1,"['COLU', 'BARR']",Governor's Cup 2016,2000.0,COLU,06:47.9,6,47.9,407.9
19428,7992,2016-03-20,WHV,Final,RowData2016.csv,2,"['COLU', 'BARR']",Governor's Cup 2016,2000.0,BARR,07:00.5,7,0.5,420.5
